,answerid,parentid,username,userid,context,time,vote
390,,74584477,,,,,
391,74584577,74584476,Priyatham,2542516,"With no additional assumptions, x is considered to be an arbitrary complex number. In your case you want x to be real:
x_real = Symbol('x', real=True)
u01_real = (sign(x_real) + sign(1-x_real))/2
integrate(u01_real,x_real)
This outputs
Piecewise((0, x < 0), (x, x < 1), (1, True))
See this document on assumptions for more details.",2022-11-26 18:15:45Z,1
392,,74584475,,,,,
393,,74584473,,,,,
394,,74584472,,,,,
395,74586429,74584465,Jon Spring,6851825,"I get better results by:
removing clipping, to give more room at the edges of the plot
reducing lineheight and using wider wrapping
removing the vjust=""inward"", hjust = ""inward"". Those determine the horizontal justification as well as the initial placement of the text, and I think in this case (where your labels are all in bunches), it's better to let the algorithm push the labels to the perimeter of each bunch.
(It's also good practice to include in your question the packages that are needed to run the code.)
library(ggrepel); library(scales); library(ggthemes)
mobility %>%
  ggplot(aes(access, success, colour=group)) +
  geom_point() +
  ggrepel::geom_text_repel(data=subset(mobility, label == 1),
                  aes(access, success, label=stringr::str_wrap(university, 8)),
                  show.legend = FALSE, box.padding = unit(0.45, ""lines""), 
                  point.padding = unit(0.55, ""lines""), 
                  max.time = 3, max.iter = 1E6,
                  lineheight = 0.8,  ylim = c(0,0.8)) +
  scale_y_continuous(labels = percent) +
  scale_x_continuous(labels = percent) +
  coord_cartesian(clip = ""off"") + theme(plot.margin = unit(c(1,1,1,1), ""cm"")) +
  guides(color = guide_legend(nrow = 3), text='none') +
  theme_economist() +
  labs(x='Access rate', y='Success rate', colour='University type', title='Figure 3')",2022-11-26 23:40:32Z,0
396,74585177,74584463,postanote,9132707,"As per the list in my comment.
powershell 'uninstall device without delete driver'
The 3rd item in the ist
https://social.msdn.microsoft.com/Forums/security/en-US/7834d3e9-80b7-4d6e-a76f-b6d44c7ed36b/remove-driver-with-powershell?forum=wdk
Drivers are designed to be deleted by WMI or the driver manager. It is a Windows Logo requirement.
Deleting the driver does not delete the files it just deletes the keys and connections between the OS and the driver. Remember that drivers are installed from ""inf"" files stored in the system folder. All drivers must reside there before then can be installed. Drivers are owned by Windows. They are not owned by the vendor. The vendor merely supplies a file that follows the OS rules for accessing the device. The vendor may supply other files to support specific software. In the case of adapter drivers, it is just glue between Windows and the adapter. Many adapters come with sophisticated utilities to monitor and manage the adapter. These are unnecessary outside of their utility. If the driver is removed they won't work but they will not cause an issue either.
First, disable the driver then delete it. As long as it is loaded you cannot delete it.
$x=Get-WmiObject Win32_PnPSignedDriver -filter ""DeviceName='AMD Radeon HD 7570'""
$x.delete()
4th item in the list.
How to Uninstall a Device with Powershell
I found how to remove the Driver package on the computer, so this way once I can uninstall the keyboard it won't reinstall with that driver, but take the default PS2 drivers.
$oemfiles = Get-ChildItem c:\windows\inf\oem*.inf
foreach($file in $oemfiles){
    if(get-content $file | select-string -pattern 'hpkeyboard' -SimpleMatch)
        {PnPUtil /Delete-Driver $file.name /force }
}",2022-11-26 19:53:48Z,0
397,closed,74584461,closed,closed,closed,closed,closed
398,74600254,74584459,Sandeep More,412372,Unfortunately no :( the reason is that Knox does not support thrift it only supports http. Is there a specific reason you'd want to use thrift?,2022-11-28 11:57:13Z,0
399,,74584458,,,,,
400,closed,74584454,closed,closed,closed,closed,closed
401,74586008,74584453,Axel Kemper,1911064,"As described in this article, the pseudocode of a bytecode interpreter is:
load the bytecode into memory
initialize interpreter state
repeat {
   fetch the next instruction,    advance the instruction pointer
   decode the instruction 
   execute the instruction
}
Depending on the bytecode format or structure, the instruction can have either fixed or dynamic length. Data like arrays or strings are typically referenced as (fixed length) memory offsets. The data is embedded in the bytecode separate from the instructions. The data address/offset is an index within the bytecode, as data is stored as sequence of bytes. An instruction to load a string would contain the string offset but not the string data itself.
To fetch and decode the next instruction, it is common to analyze the first one or two bytes which is/are usually the opcode. From this opcode, the length of the instruction is derived. The bytes belonging to the instruction can then be copied into a struct(ure) to disect it further and extract the instruction operand(s).
I can't see where a union would help in this process.
A simple C++ bytecode interpreter is described in XIDEK Extensible Interpreter Development Kit",2022-11-27 00:54:32Z,0
402,74584517,74584452,Riya,19674402,"This is the wrong way to use assertRaises:
import unittest


def this_func_raises():
    raise ValueError


class TestClass(unittest.TestCase):
    def test1(self):
        self.assertRaises(ValueError, this_func_raises())
Note that the ValueError will be raised if you include the (), since that would execute this_func_raises and the exception will not be caught.
And this is the right way:
import unittest


def this_func_raises():
    raise ValueError


class TestClass(unittest.TestCase):
    def test1(self):
        self.assertRaises(ValueError, this_func_raises)
Note that there are several other problems in your code. For example this:
with self.assertRaises(TypeError):
    Footer(""four"", 5, 1, 0)
Should be like so:
with self.assertRaises(TypeError):
    Footer(""four"", 5, 1, 0).validInput()
Lastly, you need to replace self.createFooter() with a pass until you implement it, or you ll get another error.
This is how your code should look like in order to pass the tests:
class Footer:
    def __init__(self, current_page: int, total_pages: int, boundaries: int, around: int):
        self.current_page = current_page
        self.total_pages = total_pages
        self.boundaries = boundaries
        self.around = around
        try:
            if (self.validInput()):
                # self.createFooter()
                pass
        except Exception as e:
            print(f""\nError while initializing Footer Class ({e.__class__}).\n Please fix the following: "", e)

    def validInput(self) -> bool:
        if (type(self.total_pages) != int or type(self.boundaries) != int or type(self.around) != int or type(
                self.current_page) != int):
            raise TypeError(""Invalid input. All the arguments must be of type int."")
        if (self.total_pages < 0 or self.boundaries < 0 or self.around < 0 or self.current_page < 0):
            raise ValueError(""Invalid values. Please do not provide negative values."")
        if (self.current_page > self.total_pages):
            raise ValueError(""Current page must be within the total number of pages"")
        return True
test file:
import unittest


class TestFooter(unittest.TestCase):

    def test_validInput(self):
        footer = Footer(4, 5, 1, 0)
        self.assertTrue(footer.validInput())
        # attempt 1:
        footer1 = Footer(""four"", ""five"", 1, 0)
        self.assertRaises(TypeError, footer1.validInput)
        # attempt 2:
        with self.assertRaises(TypeError):
            Footer(""four"", 5, 1, 0).validInput()

if __name__ == '__main__':
    unittest.main()",2022-11-26 18:15:06Z,2
403,,74584451,,,,,
404,74584548,74584450,Community,-1,"by seeing here in this docs: https://svelte.dev/tutorial/updating-arrays-and-objects
we can see for making reactive we have these 2 forms:
old way
objs.push(""a"");
objs = objs;
ES6 spread syntax:
objs = [...objs, ""a""];
and there isn't any need for extra assignments = [], || that create those bugs, for me the easiest way is this:
<script>
  let objs = []

  function update() {
    objs = [...objs, ""a""];
  }
</script>

<h1>Lists</h1>

{#each objs as obj}
  <div>{obj}</div>
{/each}

<button on:click={update}>Update</button>
don't use always $: unless you have 2 or more data calculations or something that changes often in relation to another variable.
in this situation, a simple let variable is enough here since we change only the same variable.",2022-11-28 15:22:46Z,2
405,,74584448,,,,,
406,74584583,74584445,help-info.de,1981088,"You'd go through following steps:
Ctrl+H
Find what: ^\d+\R
Replace with: NOTHING
Search mode: Regular expression
Click on Replace All (at your own risk)
is resulting in:",2022-11-26 18:16:34Z,1
407,74593134,74584445,Andrej Kesely,10035985,"Try:
\s*^\s*\d+\s*$
and replace it with empty string.",2022-11-27 19:26:17Z,0
408,74596689,74584443,Sibiraj PR,644649,"For token we need to first call the approval function from that token contract. Then call the contract function payWithToken without value field
contract.methods.payWithToken().send({
  from: ethereum.selectedAddress,
  # value: 'tokens here?' // no need of this
})",2022-11-28 06:19:26Z,0
409,74584468,74584441,Sunderam Dubey,17562044,"I finally came with a trivial solution: just extending my custom ModelAdminGroup class and writing a specific get_submenu_items method:
class MyModelAdminGroup(ModelAdminGroup):
    menu_label = ""Some stuff""
    menu_icon = ""fa-suitcase""
    menu_order = 1
    items = (Model1Admin, Model2Admin)

    def get_submenu_items(self):
        menu_items = super().get_submenu_items()
        menu_items.append(MenuItem('A title', '/some_url/', icon_name='doc-full-inverse', order=1))
        return menu_items",2022-11-26 19:12:09Z,2
410,,74584440,,,,,
411,74584468,74584441,Sunderam Dubey,17562044,"I finally came with a trivial solution: just extending my custom ModelAdminGroup class and writing a specific get_submenu_items method:
class MyModelAdminGroup(ModelAdminGroup):
    menu_label = ""Some stuff""
    menu_icon = ""fa-suitcase""
    menu_order = 1
    items = (Model1Admin, Model2Admin)

    def get_submenu_items(self):
        menu_items = super().get_submenu_items()
        menu_items.append(MenuItem('A title', '/some_url/', icon_name='doc-full-inverse', order=1))
        return menu_items",2022-11-26 19:12:09Z,2
412,,74584440,,,,,
413,,74584434,,,,,
414,closed,74584432,closed,closed,closed,closed,closed
415,,74584430,,,,,
416,65512630,65512504,toolic,197758,"cout is unknown (X) because w is unknown. w is declared as a reg which initializes to X at time 0. Even when en=1, w <= w + 1 still remains X.
You need to initialize w. For simulation purposes, this can be done with:
reg [2:0] w = 0;
A common design approach is to use a reset signal to initialize your registers. You would add a reset input to your design module, then drive it from the testbench. For example:
module three_bit_counter (output cout, input en, clk, reset);
    reg [2:0] w;
    always @(negedge clk or posedge reset) begin
        if (reset)   w <= 0;
        else if (en) w <= w + 1;
    end
    assign cout= w & en;
endmodule",2020-12-30 19:43:16Z,2
417,74584880,74584425,Rafael,1353914,"I got it
Just assume that you will send an array of objects, and the front end should access the first object it finds
    myResponse = []
    myResponse.append(myObject) 
    return HttpResponse(myResponse, status=200) // status is optional",2022-11-26 19:05:16Z,0
418,74589141,74584424,Dimava,5734961,"If the package developers maintain the definitions themselves, there's no @types, d.tss are just building in package distro
If there's @types, you may check the last update date of both packages (@types have Last updated in readme), the @types probably was correct at the time when it was last updated.
If the @types is outdated, you may update if yourself and even publish on @types, that's what ""TypeScript types for JS packages is best effort and depends on Community interest in the package"" means",2022-11-27 10:15:35Z,0
419,74584496,74584424,Wil Moore III,128346,"The types package shouldn't be maintained separately. The author of the package should be listing the corresponding types package as a dependency which means the correct version of the typing should come along when you install the top-level package.
REF: https://github.com/Microsoft/types-publisher/issues/81
Edit: As pointed out in the comments by @Gwydion, there are some packages that are community maintained outside of the originating package. A good example is:
https://www.npmjs.com/package/better-sqlite3
It would seem likely the following package is the correct types package:
https://www.npmjs.com/package/@types/better-sqlite3
But, it's not necessarily obvious either. It would be nice to have to signal to verify that this is the correct package.
Here is what I did:
I visited the originating npm package page, taking note of the repository URL which is: https://github.com/WiseLibs/better-sqlite3
I visited the repository URL of the type package, which is: https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/better-sqlite3 (this URL was listed on the type package's npm page under Details)
Open the index.d.ts file located there. At the top it lists: Project: https://github.com/JoshuaWise/better-sqlite3.
NOTE: https://github.com/JoshuaWise/better-sqlite3 redirects to https://github.com/WiseLibs/better-sqlite3 which matches what we found in #1 above.",2022-11-27 22:17:37Z,0
420,,74584423,,,,,
421,74586774,74584420,sehe,85371,"Good starting point there. Nice job.
Therefore I'm going to jump immediately to the pain point:
Writable property maps have to return something that models lvalue semantics. Your readJointAngles assumes a ""procedural"" conversion task instead. That's not a property map.
My first thought is to stay close to the concept of the property map by combining the read and write into a proxy class. The proxy class can be VertexProperties itself, but as I can imagine VertexProperties having multiple members with similar requirements, let me do the ""pure"" thing and have it separate here:
struct JointAngleWrapper {
    std::vector<double>& _ref;

    friend std::ostream& operator<<(std::ostream& os, JointAngleWrapper wrapper) {
        for (auto sep = """"; auto el : wrapper._ref)
            os << std::exchange(sep, "","") << el;
        return os;
    }
    friend std::istream& operator>>(std::istream& is, JointAngleWrapper wrapper) {
        std::vector<double> tmp;

        while (is >> tmp.emplace_back())
            if (char comma{}; !(is >> comma) || comma != ',')
                break;

        wrapper._ref = std::move(tmp);

        is.clear();
        return is;
    }
};
Now you can replace the function property-map:
    auto jointAngles = boost::make_function_property_map<Vertex>(
        [ja = get(&VertexProperties::joint_angles, graph)](Vertex v) {
            return JointAngleWrapper{ja[v]};
        });
    dp.property(""Joint_Angles"", jointAngles);
And the output will still be identical. Actually, we have a more light-weight property map abstraction that fits the bill even more elegantly:
    auto jointAngles = make_transform_value_property_map(
        [](std::vector<double>& ja) { return JointAngleWrapper{ja}; },
        get(&VertexProperties::joint_angles, graph));
A Road Bump
However, function_property_map is still not an lvalue-property map. That's sad.
Turns out I forgot about this snag. I've written about this rather central issue with read_graphml (or with dynamic_properties, really) before:
Boost::Graph: how to import graphviz with custom Vertex class (which links to other relevant answers)
The approach I took there was to create my own ReadWritePropertyMap. Which is sensible, given that it essentially merges into what we already have above (JointAngleWrapper).
template <typename Prop> struct JA {
    Prop inner;
    JA(Prop map) : inner(map) { }

    // traits
    using value_type = std::string;
    using reference  = std::string;
    using key_type   = typename boost::property_traits<Prop>::key_type;
    using category   = boost::read_write_property_map_tag;

    friend std::string get(JA map, key_type const& key) {
        std::ostringstream oss;
        for (auto sep = """"; auto el : get(map.inner, key))
            oss << std::exchange(sep, "","") << el;
        return oss.str();
    }
    friend void put(JA map, key_type const& key, value_type const& value) {
        auto& v = get(map.inner, key);
        v.clear();

        std::istringstream iss(value);
        while (iss >> v.emplace_back())
            if (char comma{}; !(iss >> comma) || comma != ',')
                break;
    }
};
Now you can use it with success:
struct BoostGraph {
    Graph graph;

    auto properties() {
        boost::dynamic_properties dp;
        dp.property(""Joint_Angles"", JA{get(&VertexProperties::joint_angles, graph)});
        dp.property(""edge_weight"", get(&EdgeProperties::weight, graph));
        return dp;
    }

    void printGraphML(std::ostream& out) {
        write_graphml(out, graph, properties());
    }

    void readGraphGraphML(std::istream& file) {
        auto dp = properties();
        read_graphml(file, graph, dp);
    }
};
Which successfully roundtrips a ""random"" graph:
#include <boost/graph/random.hpp>
#include <random>

int main() {
    std::stringstream file; // fake file in memory
    {
        BoostGraph g;
        std::mt19937 prng{42};
        generate_random_graph(g.graph, 5, 2, prng);

        for (auto v : boost::make_iterator_range(vertices(g.graph)))
            for (auto& angle : g.graph[v].joint_angles)
                angle = std::uniform_real_distribution<double>(-M_PI, +M_PI)(prng);

        g.printGraphML(file);
    }

    {
        BoostGraph roundtrip;
        roundtrip.readGraphGraphML(file);
        roundtrip.printGraphML(std::cout);
    }
}
Prints
<?xml version=""1.0"" encoding=""UTF-8""?>  
<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <key id=""key0"" for=""node"" attr.name=""Joint_Angles"" attr.type=""string"" />
  <key id=""key1"" for=""edge"" attr.name=""edge_weight"" attr.type=""double"" />
  <graph id=""G"" edgedefault=""directed"" parse.nodeids=""free"" parse.edgeids=""canonical"" parse.order=""nodesfirst"">
    <node id=""n0"">
      <data key=""key0"">1.75735,0.608528,-0.340343</data>
    </node>
    <node id=""n1"">
      <data key=""key0"">-2.51343,-0.256047,-1.04484</data>
    </node>
    <node id=""n2"">
      <data key=""key0"">-2.24393,0.94806,-2.78715</data>
    </node>
    <node id=""n3"">
      <data key=""key0"">1.39486,2.75551,-3.1367</data>
    </node>
    <node id=""n4"">
      <data key=""key0"">3.09266,0.738158,0.701538</data>
    </node>
    <edge id=""e0"" source=""n1"" target=""n3"">
      <data key=""key1"">0</data>
    </edge>
    <edge id=""e1"" source=""n4"" target=""n0"">
      <data key=""key1"">0</data>
    </edge>
  </graph>
</graphml>
Full Listing
Live On Coliru
#include <boost/graph/graphml.hpp>
#include <boost/graph/adjacency_list.hpp>
#include <boost/property_map/transform_value_property_map.hpp>

struct VertexProperties {
    std::vector<double> joint_angles{0, 0, 0};
};
struct EdgeProperties {
    double weight;
};

using Graph  = boost::adjacency_list<boost::vecS, boost::vecS, boost::directedS,
                                    VertexProperties, EdgeProperties>;
using Vertex = Graph::vertex_descriptor;
using Edge   = Graph::edge_descriptor;

template <typename Prop> struct JA {
    Prop inner;
    JA(Prop map) : inner(map) { }

    // traits
    using value_type = std::string;
    using reference  = std::string;
    using key_type   = typename boost::property_traits<Prop>::key_type;
    using category   = boost::read_write_property_map_tag;

    friend std::string get(JA map, key_type const& key) {
        std::ostringstream oss;
        for (auto sep = """"; auto el : get(map.inner, key))
            oss << std::exchange(sep, "","") << el;
        return oss.str();
    }
    friend void put(JA map, key_type const& key, value_type const& value) {
        auto& v = get(map.inner, key);
        v.clear();

        std::istringstream iss(value);
        while (iss >> v.emplace_back())
            if (char comma{}; !(iss >> comma) || comma != ',')
                break;
    }
};

struct BoostGraph {
    Graph graph;

    auto properties() {
        boost::dynamic_properties dp;
        dp.property(""Joint_Angles"", JA{get(&VertexProperties::joint_angles, graph)});
        dp.property(""edge_weight"", get(&EdgeProperties::weight, graph));
        return dp;
    }

    void printGraphML(std::ostream& out) {
        write_graphml(out, graph, properties());
    }

    void readGraphGraphML(std::istream& file) {
        auto dp = properties();
        read_graphml(file, graph, dp);
    }
};

#include <boost/graph/random.hpp>
#include <random>

int main() {
    std::stringstream file; // fake file in memory
    {
        BoostGraph g;
        std::mt19937 prng{42};
        generate_random_graph(g.graph, 5, 2, prng);

        for (auto v : boost::make_iterator_range(vertices(g.graph)))
            for (auto& angle : g.graph[v].joint_angles)
                angle = std::uniform_real_distribution<double>(-M_PI, +M_PI)(prng);

        g.printGraphML(file);
    }

    {
        BoostGraph roundtrip;
        roundtrip.readGraphGraphML(file);
        roundtrip.printGraphML(std::cout);
    }
}",2022-11-27 01:30:41Z,0
422,74584655,74584419,John Cappelletti,1570000,"Two options, one with nulls the other without
Declare @YourTable table (MemberTransId int,AccessZone varchar(50))
Insert Into @YourTable values 
 (2,',1,2,3,4')
,(3,',4,5')

-- With NULL values
Select *
 From  (
        Select A.MemberTransId
              ,Col = B.value
              ,Val = B.value
         From  @YourTable A
         Cross Apply string_split(AccessZone,',')B
       ) src
 Pivot ( max(Val) for Col in ([1],[2],[3],[4],[5]) ) pvt


-- Without Null Values
Select MemberTransId
      ,[1] = Isnull([1],'')
      ,[2] = Isnull([2],'')
      ,[3] = Isnull([3],'')
      ,[4] = Isnull([4],'')
      ,[5] = Isnull([5],'')
 From  (
        Select A.MemberTransId
              ,Col = B.value
              ,Val = B.value
         From  @YourTable A
         Cross Apply string_split(AccessZone,',')B
       ) src
 Pivot ( max(Val) for Col in ([1],[2],[3],[4],[5]) ) pvt",2022-11-26 18:27:15Z,2
423,,74584417,,,,,
424,,74584416,,,,,
425,74584620,74584415,bobble bubble,5527985,"Indeed you could use a lookahead in the following way:
\b\d(?:xyz|(?=-\dxyz))(?:-\d(?:xyz)?)?\b
See this demo at regex101 (or using ^ start and $ end)
The first part matches either an xyz OR (if there is none) the lookahead ensures that the xyz occures in the second optional part. The second part is dependent on the previous condition.",2022-11-27 12:49:24Z,2
426,74584493,74584415,Wiktor Stribiżew,3832970,"You can make use of a conditional construct:
\b([0-9])(xyz)?(?:-([0-9])(xyz)?)?\b(?(2)|(?(4)|(?!)))
See the regex demo. Details:
\b - word boundary
([0-9]) - Group 1: a digit
(xyz)? - Group 2: an optional xyz string
(?:-([0-9])(xyz)?)? - an optional sequence of a -, a digit (Group 3), xyz optional char sequence
\b - word boundary
(?(2)|(?(4)|(?!))) - a conditional: if Group 2 (first (xyz)?) matched, it is fine, return the match, if not, check if Group 4 (second (xyz)?) matched, and return the match if yes, else, fail the match.
See the Python demo:
import re
text = ""1. 1xyz-2xyz - it's OK\n2. 1-2xyz - it's OK\n3. 1xyz - it's OK\n4. 1-2 - there should be no match""
pattern = r""\b([0-9])(xyz)?(?:-([0-9])(xyz)?)?\b(?(2)|(?(4)|(?!)))""
print( [x.group() for x in re.finditer(pattern, text)] )
Output:
['1xyz-2xyz', '1-2xyz', '1xyz']",2022-11-26 18:07:32Z,1
427,74584546,74584415,FarrisFahad,1131888,Try this: \b(([0-9])?(xyz)+([-]([0-9])+(xyz)+)?)\b Replace ? with + Basically ?: zero or more and in your case you want to match one or more. Whih is +,2022-11-26 18:10:20Z,1
428,74590320,74584415,Buttered_Toast,12522652,"How about something as basic as this
(\dxyz-\dxyz|\dxyz-\d|\d-\dxyz|\dxyz)
You can add word boundary if needed
\b(\dxyz-\dxyz|\dxyz-\d|\d-\dxyz|\dxyz)\b
Just an OR",2022-11-27 13:12:25Z,1
429,74587475,74584415,Daniel Cruz,17537072,"If all you want is to ensure ""xyz"" appear in the string, and you don't need to validate anything else about the rest of the string then you can use
^.*xyz.*$
It basically matches a string that has xyz followed or preceded by any number of unknown characters .* between the start ^ and the end $ of the string
(working demo here)
If you need to validate that the pattern xyz occurs after a digit and a optional - like in your code then you could enforce it using
^.*(?:-?\d+xyz)+.*$
It matches a string that has optionally a ""-"" followed by a digit followed by xyz and anything before or after that
(working demo here)",2022-11-27 04:21:24Z,0
430,,74584413,,,,,
431,74585005,74584412,Chris,15261315,"MAIN DECLARATION:
Your code could benefit from an overall critique, so let's start with the main declaration. The standard clearly states that:
It [main] shall be defined with a return type of int and with no parameters.
There is a difference between
int main()
and
int main(void)
The first one takes an arbitrary amount of arguments, the second one doesn't.
MAGIC NUMBERS:
You have used the magic number 6, 5 times in the code. Consider using a define preprocessor instead:
#define MAX 6
It's easier to change and maintain. You wouldn't like changing 6 at a dozen places instead of just one.
NULL BYTE:
Replace the null byte '\0' with 0.
SIZE:
A common idiom in C to determine the size of an array is to use:
size_t size = sizeof (a) / sizeof (a[0]);
where sizeof(a) is the total number of bytes, and sizeof(a[0]) is the size of one element.
Though, you won't need to compute the size when you already have defined the size as a define statement?
RANDOM-NUMBER-GENERATOR:
The seed should only be set once. The answers to this question srand() — why call it only once? explain it in detail.
ACCESSING ILLEGAL MEMORY
for (i = 0; i <= 6; i++)
You're accessing memory outside of the bounds of the array, which is illegal. The memory not allocated should not be read.
Array-indexing starts at 0 instead of 1. So the sixth element of the array is at index position 5.
ORIGINAL PROBLEM:
You can use a for loop in the main function to print all the values of the array when you're done with all errors.
Consider changing the return type of the function to void as you do not need to return the array back to main when modifying it. The array decays to a pointer in the function parameter, so it's more of an alias. They both are pointing to the same memory, if you modify the memory through one or the other, the memory would be modified for both.
P.S: You may ask for clarifications if you found something unclear.",2022-11-26 19:34:41Z,2
